EMPRESA_SIGLA,EMPRESA_NOME,EMPRESA_NACIONALIDADE,ANO,MÊS,AEROPORTO_DE_ORIGEM_SIGLA,AEROPORTO_DE_ORIGEM_NOME,AEROPORTO_DE_ORIGEM_UF,AEROPORTO_DE_ORIGEM_REGIÃO,AEROPORTO_DE_ORIGEM_PAÍS,AEROPORTO_DE_ORIGEM_CONTINENTE,AEROPORTO_DE_DESTINO_SIGLA,AEROPORTO_DE_DESTINO_NOME,AEROPORTO_DE_DESTINO_UF,AEROPORTO_DE_DESTINO_REGIÃO,AEROPORTO_DE_DESTINO_PAÍS,AEROPORTO_DE_DESTINO_CONTINENTE,NATUREZA,GRUPO_DE_VOO,PASSAGEIROS_PAGOS,PASSAGEIROS_GRÁTIS,CARGA_PAGA_KG,CARGA_GRÁTIS_KG,CORREIO_KG,ASK,RPK,ATK,RTK,COMBUSTÍVEL_LITROS,DISTÂNCIA_VOADA_KM,DECOLAGENS,CARGA_PAGA_KM,CARGA_GRATIS_KM,CORREIO_KM,ASSENTOS,PAYLOAD,HORAS_VOADAS,BAGAGEM_KG
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBJD,JUNDIAÍ,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,620,1002,2,0,0,0,0,0,"4,25",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBJR,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,373,27,5603,0,0,341100,141367,51442,13930,24123,37900,100,2123540,0,0,900,135877,"176,817",3296
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,634,998,2,0,0,0,0,0,"4,46667",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,0,0,0,638,0,320,499,1,0,0,0,0,1280,"2,43333",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBRJ,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,102,0,0,0,0,505,38,253,375,1,38250,0,0,0,1347,"1,91667",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBVG,VARGINHA,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,60,5,531,0,0,27976,16140,5005,1435,2173,3497,13,142839,0,0,104,18627,"16,9",318
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SNDV,DIVINÓPOLIS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,55,9,733,0,0,23391,6215,3928,573,1974,2599,23,82829,0,0,207,34826,"18,5",288
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SNJM,MANHUAÇU,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,7,1,64,0,0,9000,1400,1475,126,611,1000,5,12800,0,0,45,7389,"5,28333",44
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SNLN,LINHARES,ES,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,68,0,481,0,0,34440,27880,6705,2414,2837,4920,12,197210,0,0,84,16363,"20,85",320
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SNSS,SALINAS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,78,0,523,0,0,45144,32604,6694,2859,3172,5016,12,218614,0,0,108,16028,"22,35",480
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SNTO,TEÓFILO OTONI,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,91,2,1023,0,0,36176,29393,7228,2728,3202,5168,16,330429,0,0,112,22398,"24,3",621
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SNZR,PARACATU,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,22,0,197,0,0,19845,8910,3840,783,1713,2835,7,79785,0,0,49,9487,"12,45",93
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCJ,PARAUAPEBAS,PA,NORTE,BRASIL,AMÉRICA DO SUL,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,9,0,259,0,0,34776,4968,4916,554,2288,3864,7,142968,0,0,63,8912,"15,5667",74
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCJ,PARAUAPEBAS,PA,NORTE,BRASIL,AMÉRICA DO SUL,SDOW,OURILÂNDIA DO NORTE,PA,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,28,0,345,0,0,9792,3808,1853,351,750,1224,9,46920,0,0,72,13650,6,175
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,20,0,0,0,0,0,0,370,0,2,0,0,0,0,2830,"2,96667",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SBJD,JUNDIAÍ,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,450,692,2,0,0,0,0,0,"3,35",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SSGY,GUAÍRA,PR,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,39,1,375,0,0,38232,20709,8199,1845,3749,6372,12,199125,0,0,72,15451,"26,15",185
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SSUM,UMUARAMA,PR,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,46,4,403,0,0,32200,21160,6089,1890,2750,4600,10,185380,0,0,70,13250,"19,4667",267
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SSUV,UNIÃO DA VITÓRIA,PR,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,1,0,0,0,0,10045,205,2101,15,930,1435,7,0,0,0,49,10270,"7,45",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,SSVL,TELÊMACO BORBA,PR,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,8,0,100,0,0,12663,1608,2065,152,911,1407,7,20100,0,0,63,10289,"7,35",61
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBBW,BARRA DO GARÇAS,MT,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,224,400,1,0,0,0,0,0,"1,85",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBBW,BARRA DO GARÇAS,MT,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,66,1,617,0,0,64800,26400,9619,2368,4736,7200,18,246800,0,0,162,24064,"34,65",369
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,22,0,0,0,0,0,0,10233,0,36,0,0,0,0,47367,"72,2",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBJI,JI-PARANÁ,RO,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,25,0,484,0,0,22848,20400,3616,2317,1967,3264,4,394944,0,0,28,4433,"13,2333",483
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SSOU,ARIPUANÃ,MT,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,68,0,830,0,0,79184,48076,13267,4602,6822,11312,16,586810,0,0,112,18778,"46,4",590
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,55,0,0,0,0,0,0,549,0,4,0,0,0,0,5851,"4,46667",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SBMY,MANICORÉ,AM,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,36,0,617,0,0,14196,12168,3296,1269,1437,2366,7,208546,0,0,42,9763,"10,5",447
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SBSN,SANTARÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,749,1178,2,0,0,0,0,0,"5,11667",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SBTF,TEFÉ,AM,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,63,0,984,0,0,37440,32760,7383,3258,3390,5720,11,511680,0,0,72,14210,"23,3667",567
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SWBR,BORBA,AM,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,11,2,180,0,0,5760,1760,1436,176,611,960,6,28800,0,0,36,8989,"5,11667",102
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SWKO,COARI,AM,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,0,0,519,0,0,0,0,5023,184,2148,3630,10,188397,0,0,0,13852,"15,7333",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SWKO,COARI,AM,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,53,0,556,0,0,28677,19239,4506,1758,1973,3267,9,201828,0,0,79,12427,"14,5167",325
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SWLB,LÁBREA,AM,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,39,0,652,0,0,34447,27417,5897,2756,2808,4921,7,458356,0,0,49,8392,"18,7667",349
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,SWMW,MAUÉS,AM,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,30,0,433,0,0,12838,7860,2615,751,1206,1834,7,113446,0,0,49,9994,"8,88333",200
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBGV,GOVERNADOR VALADARES,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,17,0,380,0,0,4032,3808,647,370,306,448,2,85120,0,0,18,2894,"2,3",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBIC,ITACOATIARA,AM,NORTE,BRASIL,AMÉRICA DO SUL,SBJD,JUNDIAÍ,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,98,2552,1,0,0,0,0,0,"0,716667",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBIC,ITACOATIARA,AM,NORTE,BRASIL,AMÉRICA DO SUL,SDTK,PARATY,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,0,0,0,0,0,0,0,3879,0,190,2681,1,0,0,0,0,1447,"1,16667",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBIZ,IMPERATRIZ,MA,NORDESTE,BRASIL,AMÉRICA DO SUL,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,0,0,0,0,0,0,0,632,0,269,475,1,0,0,0,0,1331,"1,81667",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJD,JUNDIAÍ,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBCA,CASCAVEL,PR,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,0,0,0,792,0,461,696,1,0,0,0,0,1139,"3,08333",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJD,JUNDIAÍ,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,314,501,1,0,0,0,0,0,"2,46667",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJD,JUNDIAÍ,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,253,346,1,0,0,0,0,0,"1,76667",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJD,JUNDIAÍ,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBIC,ITACOATIARA,AM,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,0,0,0,0,0,0,0,3776,0,149,2552,1,0,0,0,0,1480,"0,933333",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJD,JUNDIAÍ,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBJD,JUNDIAÍ,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,13386,0,44,0,0,0,0,57014,"96,5333",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJD,JUNDIAÍ,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBJR,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,620,1098,3,0,0,0,0,0,"4,73333",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJD,JUNDIAÍ,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,425,224,8,0,0,0,0,0,"4,05",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJD,JUNDIAÍ,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,0,0,0,43,0,40,28,1,0,0,0,0,1560,"0,466667",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJD,JUNDIAÍ,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBMT,SÃO PAULO,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,37,48,1,0,0,0,0,0,"0,633333",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJD,JUNDIAÍ,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBPA,PORTO ALEGRE,RS,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,0,0,50,0,0,0,0,958,43,493,866,1,43300,0,0,0,1107,"3,31667",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJD,JUNDIAÍ,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBSJ,SÃO JOSÉ DOS CAMPOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,0,0,0,0,0,168,0,64,110,1,0,0,0,0,1536,"0,85",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJD,JUNDIAÍ,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SDAG,ANGRA DOS REIS,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,160,271,1,0,0,0,0,0,"1,18333",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJD,JUNDIAÍ,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SDTK,PARATY,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,144,227,1,0,0,0,0,0,"1,18333",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJI,JI-PARANÁ,RO,NORTE,BRASIL,AMÉRICA DO SUL,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,22,1,102,0,0,22848,17952,3665,1618,1906,3264,4,83232,0,0,28,4494,"12,6",234
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJI,JI-PARANÁ,RO,NORTE,BRASIL,AMÉRICA DO SUL,SBPV,PORTO VELHO,RO,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,12,0,70,0,0,11844,3948,1847,342,780,1316,4,23030,0,0,36,5620,"5,3",79
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJR,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,324,20,3294,0,0,344511,122796,50953,11209,27039,38279,101,1248430,0,0,909,134561,"192,333",2085
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJR,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,SBJD,JUNDIAÍ,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,130,0,0,0,0,461,47,338,366,1,47580,0,0,0,1262,"2,46667",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJR,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,SBJR,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,1590,"0,616667",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJR,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,250,385,1,0,0,0,0,0,"1,76667",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJR,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,12,0,143,0,0,6930,4620,1037,443,504,770,2,55055,0,0,18,2696,"3,6",110
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJR,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,366,18,3827,0,0,242550,140910,36376,13180,17403,26950,70,1473400,0,0,630,94597,"124,217",3027
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJR,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,SDAG,ANGRA DOS REIS,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,0,0,60,0,0,0,0,287,4,196,192,2,5760,0,0,0,3004,"1,58333",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBJR,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,SDAG,ANGRA DOS REIS,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,40,0,0,0,0,145,3,85,96,1,3840,0,0,0,1515,"0,683333",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBKG,CAMPINA GRANDE,PB,NORDESTE,BRASIL,AMÉRICA DO SUL,SBRF,RECIFE,PE,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,0,0,300,0,0,0,0,217,42,82,143,1,42900,0,0,0,1518,"0,7",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBAQ,ARARAQUARA,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,117,7,1476,0,0,71487,19773,11703,1844,5822,7943,47,249444,0,0,423,69378,"47,2833",775
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,170,0,0,0,0,636,84,325,499,1,84830,0,0,0,1275,"2,51667",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,200,349,1,0,0,0,0,0,"1,46667",0
ACN,AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA),BRASILEIRA,2025,3,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,SBJD,JUNDIAÍ,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,345,196,7,0,0,0,0,0,"4,23333",0
