EMPRESA_SIGLA,EMPRESA_NOME,EMPRESA_NACIONALIDADE,ANO,MÊS,AEROPORTO_DE_ORIGEM_SIGLA,AEROPORTO_DE_ORIGEM_NOME,AEROPORTO_DE_ORIGEM_UF,AEROPORTO_DE_ORIGEM_REGIÃO,AEROPORTO_DE_ORIGEM_PAÍS,AEROPORTO_DE_ORIGEM_CONTINENTE,AEROPORTO_DE_DESTINO_SIGLA,AEROPORTO_DE_DESTINO_NOME,AEROPORTO_DE_DESTINO_UF,AEROPORTO_DE_DESTINO_REGIÃO,AEROPORTO_DE_DESTINO_PAÍS,AEROPORTO_DE_DESTINO_CONTINENTE,NATUREZA,GRUPO_DE_VOO,PASSAGEIROS_PAGOS,PASSAGEIROS_GRÁTIS,CARGA_PAGA_KG,CARGA_GRÁTIS_KG,CORREIO_KG,ASK,RPK,ATK,RTK,COMBUSTÍVEL_LITROS,DISTÂNCIA_VOADA_KM,DECOLAGENS,CARGA_PAGA_KM,CARGA_GRATIS_KM,CORREIO_KM,ASSENTOS,PAYLOAD,HORAS_VOADAS,BAGAGEM_KG
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,9002,0,1,0,0,0,186,19800,"3,13333",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,6660,232,6800,97,0,15886300,13943800,1691600,1174190,371476,85436,53,35270600,290160,0,9855,1049400,"133,433",57792
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,0,0,170320,0,0,0,0,606847,383958,124792,25980,20,383968000,0,0,0,467175,"39,7",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,SBGL,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,7301,2448,1,0,0,0,0,0,"3,55",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,SBGL,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,145,0,0,0,0,793152,354960,87508,32320,20229,4896,2,0,0,0,324,35747,"7,08333",2328
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,SBGL,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,3485,92,7369,0,0,9554540,8531280,1017870,748579,205228,51408,21,18039300,0,0,3903,415800,"71,9833",37053
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,4417,113,17323,0,0,12482200,10870200,1364360,939644,272845,68908,28,25830700,0,0,5072,554400,"102,55",40047
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,SBMQ,MACAPÁ,AP,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,2661,34,28481,28,0,1528860,1387390,162850,124935,53343,8225,25,15338300,84553,0,4647,495000,"22,4167",16888
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,SBSN,SANTARÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,138,0,580,0,0,132060,97980,14058,8604,3152,710,1,411800,0,0,186,19800,"1,36667",1189
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,SBSN,SANTARÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,2772,24,14933,7,0,3037380,2210940,323334,197575,85244,16330,23,20740500,142000,0,4278,455400,"32,3167",15531
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,SMJP,ZANDERIJ,,,SURINAME,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,559,7,0,0,0,728460,595335,84348,55444,19842,4260,4,0,0,0,684,79200,"7,18333",10137
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,KMCO,"ORLANDO, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,INTERNACIONAL,NÃO REGULAR,3015,25,0,0,0,23908500,18379400,2776100,1587440,492223,140208,23,0,0,0,3922,455400,"190,3",34284
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,KMCO,"ORLANDO, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,INTERNACIONAL,REGULAR,4311,117,0,0,0,29090100,26279900,3379600,2278150,598893,170688,28,0,0,0,4772,554400,"226,167",50390
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,INTERNACIONAL,NÃO REGULAR,3362,73,0,0,0,23650200,19526500,2759950,1700660,501817,139392,24,0,0,0,4072,475200,"186,683",40665
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,KMIA,"MIAMI, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,INTERNACIONAL,REGULAR,4103,100,0,0,0,28517300,23830200,3334940,2073940,616647,168432,29,0,0,0,4910,574200,"225,317",49361
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,MMUN,CANCUN/INTL,,,MÉXICO,AMÉRICA DO NORTE,INTERNACIONAL,REGULAR,970,15,0,0,0,7869460,5730760,935824,483052,164006,47264,8,0,0,0,1332,158400,"61,7333",9013
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,MROC,SAN JOSE/JUAN SANTAMARIA,,,COSTA RICA,AMÉRICA CENTRAL,INTERNACIONAL,REGULAR,0,0,0,0,0,836740,246100,97455,21154,16428,4922,1,0,0,0,170,19800,"6,58333",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SAEZ,"EZEIZA, BUENOS AIRES PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,INTERNACIONAL,REGULAR,3209,36,0,0,0,8300160,7566820,933760,704315,194022,47160,20,0,0,0,3520,396000,"72,1667",58021
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBBE,BELÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,6253,240,53209,866,0,15568700,12886300,1659680,1179480,350899,83824,52,135353000,1668420,0,9658,1029600,"129,667",48748
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,1958,0,1,0,0,0,186,19800,"0,85",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBBV,BOA VISTA,RR,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,3798,124,42010,204,0,11468200,9532980,1242450,961097,241017,62750,25,105445000,512040,0,4569,495000,"88,05",56052
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,4974,1182,2,0,0,0,0,0,"2,55",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBCF,CONFINS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,7674,306,19949,1163,0,5624550,4535330,601621,379176,141325,30732,52,11789900,687333,0,9517,1018040,"66,2333",46129
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,7690,213,14995,0,0,10208700,8320580,1088400,722948,255595,55182,51,16224600,0,0,9435,1005950,"97,8",76438
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,4067,67,29328,178,0,3877250,3570830,496037,340566,122946,24584,28,44415400,156284,0,4416,564976,"46,8333",32291
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBCZ,CRUZEIRO DO SUL,AC,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,772,26,7128,189,0,,,,,,,,,,,,,,0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBEG,MANAUS,AM,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,7829,267,94516,1195,0,19911000,16016900,2122450,1562830,441863,107195,55,204935000,2440150,0,10216,1089000,"159,3",80380
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBFL,FLORIANÓPOLIS,SC,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,3582,60,3134,0,0,5606840,4706750,598391,394087,131997,30222,23,4118080,0,0,4267,455400,"50,5167",28138
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBFZ,FORTALEZA,CE,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,8386,345,31479,684,0,17285500,14189100,1842560,1221790,358103,93060,55,53262500,1157330,0,10216,1089000,"138,15",61683
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBGL,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,62,0,0,0,0,170004,56668,18097,4299,3930,914,1,0,0,0,186,19800,"1,56667",54
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBGL,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,10495,205,24453,5,0,13140600,9592430,1404520,802033,309156,71292,78,22350000,4570,0,14377,1536690,"131,55",65963
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBGO,GOIÂNIA,GO,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,4063,150,10226,17,0,832767,662269,89100,57278,38104,4564,28,1666840,2771,0,5109,546694,"23,1",36530
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,3118,855,1,0,0,0,0,0,"1,65",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,0,0,256,0,0,0,0,20190,218,3420,855,1,218880,0,0,0,23615,"1,63333",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBGR,GUARULHOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,14252,563,164409,1155,0,17485600,12185500,2189140,1156450,506838,108585,127,140570000,987525,0,20451,2560410,"223,317",119332
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBJP,SANTA RITA,PB,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,237,7,224,0,0,637236,405981,67834,34819,12069,3426,2,383712,0,0,372,39600,"4,98333",2328
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBJP,SANTA RITA,PB,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,4730,154,8432,24,0,9877160,8102490,1051430,676210,200038,53103,31,14444000,41112,0,5766,613800,"81,3833",31579
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBJU,JUAZEIRO DO NORTE,CE,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,230,3,281,0,0,686460,309580,74764,26174,13212,4038,3,378226,0,0,510,55547,"6,08333",1916
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,3141,798,1,0,0,0,0,0,"1,73333",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBKP,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,3631,119,8373,0,0,3816040,2897540,407725,240732,97029,20748,26,6681650,0,0,4782,510947,"42,0333",20987
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBMA,MARABÁ,PA,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,3064,50,24862,210,0,4744650,3600200,512455,330538,114367,27025,23,29212800,246750,0,4038,436135,"44,9333",26658
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBMO,RIO LARGO,AL,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,IMPRODUTIVO,0,0,0,0,0,0,0,0,0,4455,1493,1,0,0,0,0,0,"2,05",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBMO,RIO LARGO,AL,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,272,5,150,0,0,538973,406096,59122,32741,10681,2986,2,223950,0,0,361,39600,"4,56667",1380
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBMO,RIO LARGO,AL,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,4789,80,6139,18,0,8314520,7149980,886830,593198,172725,44790,30,9165530,26874,0,5569,594000,"68,0167",32018
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBMQ,MACAPÁ,AP,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,1556,47,18469,229,0,335544,283228,35719,25842,9912,1804,1,3591760,456412,0,186,19800,"3,8",0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBPA,PORTO ALEGRE,RS,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,183,2,0,0,0,597060,293715,63558,24852,12996,3210,2,0,0,0,372,39600,"4,93333",1760
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBPA,PORTO ALEGRE,RS,SUL,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,8348,247,6398,204,0,16043600,13398500,1709880,1145900,376030,86670,54,10268800,327420,0,9996,1065350,"138,183",81479
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBPJ,PALMAS,TO,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,4529,124,39324,348,0,3239380,2817040,344820,256051,88578,17416,28,24459500,216456,0,5208,554400,"36,2833",32682
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBPV,PORTO VELHO,RO,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,3930,270,38414,195,0,8876850,7502370,944950,733674,204917,47725,25,73332300,372255,0,4650,495000,"71,6833",51167
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBRB,RIO BRANCO,AC,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,3986,94,26486,430,0,11472200,10806300,1255720,1005870,259791,63420,28,80643000,1402040,0,5065,554400,"92,9167",50671
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBRF,RECIFE,PE,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,339,8,2255,6,0,922932,560706,98247,49440,18333,4962,3,3729770,9924,0,558,59400,"7,45",2212
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBRF,RECIFE,PE,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,7994,255,45025,149,0,15653500,13222100,1670200,1148950,339734,84354,51,74471400,246446,0,9464,1009800,"129,083",50091
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBRJ,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,482,9,0,0,0,534528,447296,66344,36046,16421,3712,4,0,0,0,576,71494,"6,83333",2694
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBRJ,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,17469,430,15766,195,0,21180700,16211200,2516270,1331690,660773,152192,164,14630800,180960,0,22824,2711630,"275,083",109157
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBSG,SÃO GONÇALO DO AMARANTE,RN,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,99,3,105,0,0,658812,175329,70130,14526,12206,3542,2,185955,0,0,372,39600,"5,25",673
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBSG,SÃO GONÇALO DO AMARANTE,RN,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,4371,112,8805,118,0,9223370,7741040,981820,649307,189106,49588,28,15593700,208978,0,5208,554400,"72,6167",30011
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBSL,SÃO LUÍS,MA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,4186,96,31786,132,0,7968860,6408770,848764,587948,183211,42868,28,48664400,202092,0,5205,554400,"64,6333",38301
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBSN,SANTARÉM,PA,NORTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,744,17,26902,250,0,,,,,,,,,,,,,,0
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBSP,SÃO PAULO,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,37889,1376,52816,2256,0,42053100,33039200,4525760,2683820,1140390,232824,267,46055600,1967230,0,48226,5190280,"476,417",183431
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,NÃO REGULAR,274,2,2838,0,0,351540,297290,38785,26722,7973,2170,2,3079230,0,0,324,35747,"3,66667",1241
GLO,GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.),BRASILEIRA,2025,2,SBBR,BRASÍLIA,DF,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,SBSV,SALVADOR,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,DOMÉSTICA,REGULAR,12549,274,30312,26,0,16224000,13615700,1731760,1149270,372408,87885,81,32888500,28210,0,14953,1596090,"148,767",87778
